Epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,0.9998,0.0043,0.9999,0.0010
1,0.9998,0.0023,0.9999,0.0010
2,0.9998,0.0023,0.9999,0.0010
3,0.9998,0.0023,0.9999,0.0010
4,0.9994,0.0027,0.9997,0.0010
5,0.9995,0.0023,0.9997,0.0010
6,0.9995,0.0023,0.9997,0.0010
7,0.9995,0.0023,0.9997,0.0010
8,0.9991,0.0023,0.9995,0.0010
9,0.9991,0.0023,0.9995,0.0010
10,0.9991,0.0023,0.9995,0.0010
11,0.9991,0.0023,0.9995,0.0010
12,0.9989,0.0023,0.9995,0.0010
