Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy,test_sat_phi1,test_sat_phi2,test_sat_phi3
371,0.9089,0.9049,0.9875,0.9812,0.7770,0.1461,0.2787
372,0.9090,0.9049,0.9875,0.9812,0.7770,0.1460,0.2786
373,0.9091,0.9049,0.9875,0.9812,0.7770,0.1459,0.2785
374,0.9092,0.9049,0.9875,0.9812,0.7770,0.1459,0.2784
375,0.9093,0.9050,0.9875,0.9812,0.7769,0.1458,0.2783
376,0.9094,0.9050,0.9875,0.9812,0.7769,0.1458,0.2782
377,0.9094,0.9050,0.9875,0.9812,0.7769,0.1457,0.2781
378,0.9095,0.9050,0.9875,0.9812,0.7769,0.1456,0.2780
379,0.9096,0.9051,0.9875,0.9812,0.7769,0.1456,0.2779
380,0.9097,0.9051,0.9875,0.9812,0.7768,0.1455,0.2778
381,0.9098,0.9051,0.9875,0.9812,0.7768,0.1455,0.2777
382,0.9099,0.9051,0.9875,0.9812,0.7768,0.1454,0.2776
383,0.9100,0.9051,0.9875,0.9812,0.7768,0.1454,0.2775
384,0.9100,0.9052,0.9875,0.9812,0.7768,0.1453,0.2774
385,0.9101,0.9052,0.9875,0.9812,0.7768,0.1452,0.2773
386,0.9102,0.9052,0.9875,0.9812,0.7768,0.1452,0.2772
387,0.9103,0.9052,0.9875,0.9812,0.7768,0.1451,0.2771
388,0.9104,0.9053,0.9875,0.9812,0.7767,0.1451,0.2770
389,0.9105,0.9053,0.9875,0.9812,0.7767,0.1450,0.2769
390,0.9105,0.9053,0.9875,0.9812,0.7767,0.1450,0.2768
391,0.9106,0.9054,0.9875,0.9812,0.7767,0.1449,0.2767
392,0.9107,0.9054,0.9875,0.9812,0.7767,0.1449,0.2766
393,0.9108,0.9054,0.9875,0.9812,0.7767,0.1448,0.2765
394,0.9109,0.9055,0.9875,0.9812,0.7767,0.1448,0.2764
395,0.9110,0.9055,0.9875,0.9812,0.7766,0.1447,0.2763
396,0.9111,0.9055,0.9875,0.9812,0.7762,0.1446,0.2762
397,0.9111,0.9055,0.9875,0.9812,0.7755,0.1446,0.2760
398,0.9112,0.9056,0.9875,0.9812,0.7756,0.1446,0.2759
399,0.9113,0.9056,0.9875,0.9812,0.7754,0.1446,0.2758
400,0.9114,0.9056,0.9875,0.9812,0.7748,0.1445,0.2756
401,0.9115,0.9057,0.9875,0.9812,0.7743,0.1444,0.2754
402,0.9116,0.9057,0.9875,0.9812,0.7744,0.1444,0.2753
403,0.9116,0.9058,0.9875,0.9812,0.7743,0.1444,0.2752
404,0.9117,0.9058,0.9875,0.9812,0.7740,0.1443,0.2751
405,0.9118,0.9058,0.9875,0.9812,0.7739,0.1442,0.2750
406,0.9119,0.9058,0.9875,0.9812,0.7740,0.1442,0.2749
407,0.9120,0.9059,0.9875,0.9812,0.7740,0.1441,0.2748
408,0.9120,0.9059,0.9875,0.9812,0.7739,0.1441,0.2746
409,0.9121,0.9059,0.9875,0.9812,0.7739,0.1440,0.2745
410,0.9122,0.9060,0.9875,0.9812,0.7740,0.1440,0.2744
411,0.9123,0.9060,0.9875,0.9812,0.7741,0.1439,0.2743
412,0.9124,0.9060,0.9875,0.9812,0.7740,0.1438,0.2742
413,0.9124,0.9061,0.9875,0.9812,0.7741,0.1438,0.2741
414,0.9125,0.9061,0.9875,0.9812,0.7741,0.1437,0.2740
415,0.9126,0.9061,0.9875,0.9812,0.7741,0.1437,0.2739
416,0.9127,0.9062,0.9875,0.9812,0.7741,0.1436,0.2738
417,0.9127,0.9062,0.9875,0.9812,0.7741,0.1436,0.2737
418,0.9128,0.9062,0.9875,0.9812,0.7741,0.1435,0.2736
419,0.9129,0.9062,0.9875,0.9812,0.7741,0.1435,0.2735
420,0.9130,0.9063,0.9875,0.9812,0.7740,0.1434,0.2734
421,0.9131,0.9063,0.9875,0.9812,0.7740,0.1433,0.2733
422,0.9131,0.9063,0.9875,0.9812,0.7740,0.1433,0.2732
423,0.9132,0.9064,0.9875,0.9812,0.7740,0.1432,0.2731
424,0.9133,0.9064,0.9875,0.9812,0.7739,0.1432,0.2730
425,0.9134,0.9064,0.9875,0.9812,0.7739,0.1431,0.2729
426,0.9134,0.9065,0.9875,0.9812,0.7739,0.1431,0.2728
427,0.9135,0.9065,0.9875,0.9812,0.7738,0.1430,0.2727
428,0.9136,0.9065,0.9875,0.9812,0.7738,0.1430,0.2726
429,0.9137,0.9066,0.9875,0.9812,0.7737,0.1429,0.2725
430,0.9137,0.9066,0.9891,0.9812,0.7737,0.1429,0.2724
431,0.9138,0.9066,0.9891,0.9812,0.7736,0.1428,0.2723
432,0.9139,0.9067,0.9891,0.9812,0.7736,0.1428,0.2722
433,0.9140,0.9067,0.9891,0.9812,0.7735,0.1427,0.2721
434,0.9140,0.9067,0.9891,0.9812,0.7735,0.1427,0.2720
435,0.9141,0.9068,0.9891,0.9812,0.7734,0.1426,0.2719
436,0.9142,0.9068,0.9891,0.9812,0.7733,0.1426,0.2718
437,0.9143,0.9068,0.9891,0.9812,0.7733,0.1425,0.2717
438,0.9143,0.9069,0.9891,0.9812,0.7732,0.1425,0.2717
439,0.9144,0.9069,0.9891,0.9812,0.7732,0.1424,0.2716
440,0.9145,0.9069,0.9891,0.9812,0.7731,0.1424,0.2715
441,0.9146,0.9070,0.9891,0.9812,0.7731,0.1423,0.2714
442,0.9146,0.9070,0.9891,0.9812,0.7730,0.1423,0.2713
443,0.9147,0.9070,0.9891,0.9812,0.7730,0.1422,0.2712
444,0.9148,0.9071,0.9891,0.9812,0.7729,0.1422,0.2711
445,0.9149,0.9071,0.9891,0.9812,0.7728,0.1422,0.2710
446,0.9149,0.9071,0.9906,0.9812,0.7727,0.1421,0.2709
447,0.9150,0.9072,0.9906,0.9812,0.7727,0.1421,0.2708
448,0.9152,0.9072,0.9906,0.9812,0.7731,0.1421,0.2708
449,0.9152,0.9073,0.9906,0.9812,0.7731,0.1420,0.2707
450,0.9153,0.9072,0.9906,0.9812,0.7728,0.1419,0.2706
451,0.9154,0.9073,0.9906,0.9812,0.7727,0.1419,0.2706
452,0.9154,0.9073,0.9906,0.9812,0.7729,0.1419,0.2705
453,0.9155,0.9073,0.9906,0.9812,0.7728,0.1419,0.2704
454,0.9156,0.9074,0.9906,0.9812,0.7726,0.1418,0.2703
455,0.9157,0.9074,0.9906,0.9812,0.7725,0.1418,0.2703
456,0.9158,0.9075,0.9906,0.9812,0.7727,0.1417,0.2702
457,0.9158,0.9075,0.9906,0.9812,0.7724,0.1417,0.2701
458,0.9159,0.9075,0.9906,0.9812,0.7721,0.1416,0.2700
459,0.9160,0.9076,0.9906,0.9812,0.7721,0.1416,0.2699
460,0.9161,0.9076,0.9906,0.9812,0.7720,0.1416,0.2698
461,0.9161,0.9076,0.9906,0.9812,0.7720,0.1415,0.2697
462,0.9162,0.9076,0.9906,0.9812,0.7717,0.1415,0.2696
463,0.9163,0.9077,0.9906,0.9812,0.7717,0.1414,0.2696
464,0.9164,0.9077,0.9906,0.9812,0.7717,0.1414,0.2695
465,0.9165,0.9078,0.9906,0.9812,0.7715,0.1414,0.2694
466,0.9165,0.9078,0.9906,0.9812,0.7714,0.1413,0.2693
467,0.9166,0.9078,0.9906,0.9812,0.7713,0.1413,0.2692
468,0.9167,0.9079,0.9906,0.9812,0.7712,0.1413,0.2691
469,0.9167,0.9079,0.9906,0.9812,0.7710,0.1412,0.2690
470,0.9168,0.9079,0.9906,0.9812,0.7707,0.1412,0.2689
471,0.9169,0.9079,0.9906,0.9812,0.7706,0.1411,0.2689
472,0.9169,0.9080,0.9906,0.9812,0.7705,0.1411,0.2688
473,0.9170,0.9080,0.9906,0.9812,0.7704,0.1410,0.2687
474,0.9171,0.9080,0.9906,0.9812,0.7702,0.1410,0.2686
475,0.9172,0.9081,0.9906,0.9812,0.7701,0.1409,0.2685
476,0.9172,0.9081,0.9906,0.9812,0.7700,0.1409,0.2685
477,0.9173,0.9081,0.9906,0.9812,0.7699,0.1409,0.2684
478,0.9174,0.9081,0.9906,0.9812,0.7698,0.1408,0.2683
479,0.9174,0.9082,0.9906,0.9812,0.7697,0.1408,0.2682
480,0.9175,0.9082,0.9906,0.9812,0.7696,0.1407,0.2681
481,0.9176,0.9082,0.9906,0.9812,0.7695,0.1407,0.2681
482,0.9176,0.9083,0.9906,0.9812,0.7694,0.1406,0.2680
483,0.9177,0.9083,0.9906,0.9812,0.7692,0.1406,0.2679
484,0.9178,0.9084,0.9906,0.9812,0.7697,0.1406,0.2678
485,0.9179,0.9084,0.9906,0.9812,0.7688,0.1406,0.2678
486,0.9179,0.9084,0.9906,0.9812,0.7684,0.1406,0.2676
487,0.9180,0.9085,0.9906,0.9812,0.7683,0.1406,0.2675
488,0.9181,0.9086,0.9906,0.9812,0.7675,0.1406,0.2674
489,0.9181,0.9086,0.9906,0.9812,0.7666,0.1406,0.2672
490,0.9182,0.9086,0.9906,0.9812,0.7655,0.1406,0.2671
491,0.9183,0.9087,0.9906,0.9812,0.7652,0.1406,0.2670
492,0.9184,0.9087,0.9906,0.9812,0.7647,0.1406,0.2669
493,0.9184,0.9087,0.9906,0.9812,0.7638,0.1405,0.2668
494,0.9185,0.9087,0.9906,0.9812,0.7633,0.1405,0.2667
495,0.9186,0.9088,0.9906,0.9812,0.7629,0.1405,0.2666
496,0.9186,0.9088,0.9906,0.9812,0.7626,0.1405,0.2666
497,0.9187,0.9088,0.9906,0.9812,0.7622,0.1405,0.2664
498,0.9188,0.9089,0.9906,0.9812,0.7618,0.1404,0.2664
499,0.9188,0.9089,0.9906,0.9812,0.7617,0.1404,0.2663
